Node,Day,Value
NY_CN_E,278,0.08000000000000002
MI_CN_E,278,0.08
MN_CN_W,278,0.020000000000000004
ND_CN_W,278,0.0
MT_CN_W,278,0.0
ID_CN_W,278,0.15
WA_CN_W,278,0.19999999999999998
TX_MX_NE,278,0.0
AZ_MX_NW,278,-0.36
CA_MX_NW,278,0.0
TX_MX_SS,278,0.0
MX_NE,278,0.0
MX_NW,278,-0.18
MX_IW,278,0.0
MX_CE,278,-0.0
MX_SS,278,0.0
CN_E,278,0.28
CN_W,278,0.0
AL,279,0.0
AZ,279,0.0
AR,279,0.0
CA,279,0.0
CO,279,0.0
CT,279,1.5
DC,279,0.05
DE,279,0.1
FL,279,0.0
GA,279,0.4
ID,279,0.18
IL,279,0.0
IN,279,0.0
IA,279,0.05
KS,279,0.0
KY,279,0.0
LA,279,0.0
ME,279,1.5899999999999999
MD,279,0.0
MA,279,1.72
MI,279,0.0
MN,279,0.05
MS,279,0.0
MO,279,0.05
MT,279,0.0
NE,279,0.0
NV,279,0.03
NH,279,1.6199999999999999
NJ,279,0.2
NM,279,0.0
NY,279,0.0
NC,279,0.45
ND,279,0.0
OH,279,0.0
OK,279,0.0
OR,279,0.0
PA,279,0.0
RI,279,1.7
SC,279,0.5
SD,279,0.0
TN,279,0.0
TX,279,0.0
UT,279,0.0
VA,279,0.0
VT,279,0.4
WA,279,0.22999999999999998
WV,279,0.0
WI,279,0.04
WY,279,0.0
ME_CN_E,279,1.4699999999999998
NH_CN_E,279,0.98
VT_CN_E,279,0.38
NY_CN_E,279,0.08000000000000002
MI_CN_E,279,0.08
MN_CN_W,279,0.020000000000000004
ND_CN_W,279,0.0
MT_CN_W,279,0.0
ID_CN_W,279,0.15
WA_CN_W,279,0.19999999999999998
TX_MX_NE,279,0.0
AZ_MX_NW,279,-0.33999999999999997
CA_MX_NW,279,0.02
TX_MX_SS,279,0.0
MX_NE,279,0.0
MX_NW,279,-0.16
MX_IW,279,0.0
MX_CE,279,-0.0
MX_SS,279,0.0
CN_E,279,0.28
CN_W,279,0.0
AL,280,0.0
AZ,280,0.0
AR,280,0.0
CA,280,0.0
CO,280,0.0
CT,280,1.5
DC,280,0.01
DE,280,0.12000000000000001
FL,280,0.0
GA,280,0.4
ID,280,0.18
IL,280,0.0
IN,280,0.0
IA,280,0.05
KS,280,0.0
KY,280,0.0
LA,280,0.0
ME,280,1.5899999999999999
MD,280,0.0
MA,280,1.72
MI,280,0.0
MN,280,0.05
MS,280,0.0
MO,280,0.05
MT,280,0.0
NE,280,0.0
NV,280,0.03
NH,280,1.6199999999999999
NJ,280,0.2
NM,280,0.0
NY,280,0.0
NC,280,0.45
ND,280,0.0
OH,280,0.0
OK,280,0.0
OR,280,0.0
PA,280,0.0
RI,280,1.7
SC,280,0.5
SD,280,0.0
TN,280,0.0
TX,280,0.0
UT,280,0.0
VA,280,0.0
VT,280,0.4
WA,280,0.22999999999999998
WV,280,0.0
WI,280,0.04
WY,280,0.0
ME_CN_E,280,1.4699999999999998
NH_CN_E,280,0.8699999999999999
VT_CN_E,280,0.38
NY_CN_E,280,0.08000000000000002
MI_CN_E,280,0.08
MN_CN_W,280,0.020000000000000004
ND_CN_W,280,0.0
MT_CN_W,280,0.0
ID_CN_W,280,0.15
WA_CN_W,280,0.19999999999999998
TX_MX_NE,280,0.0
AZ_MX_NW,280,-0.33999999999999997
CA_MX_NW,280,0.02
TX_MX_SS,280,0.0
MX_NE,280,0.0
MX_NW,280,-0.16
MX_IW,280,0.0
MX_CE,280,-0.0
MX_SS,280,0.0
CN_E,280,0.28
CN_W,280,0.0
AL,281,0.0
AZ,281,0.0
AR,281,0.0
CA,281,0.0
CO,281,0.0
CT,281,1.5
DC,281,0.05
DE,281,0.12000000000000001
FL,281,0.0
GA,281,0.4
ID,281,0.18
IL,281,0.0
IN,281,0.0
IA,281,0.05
KS,281,0.0
KY,281,0.0
LA,281,0.0
ME,281,1.5899999999999999
MD,281,0.0
MA,281,1.72
MI,281,0.0
MN,281,0.05
MS,281,0.0
MO,281,0.05
MT,281,0.0
NE,281,0.0
NV,281,0.03
NH,281,1.6199999999999999
NJ,281,0.2
NM,281,0.0
NY,281,0.0
NC,281,0.5
ND,281,0.0
OH,281,0.0
OK,281,0.0
OR,281,0.0
PA,281,0.0
RI,281,1.7
SC,281,0.5
SD,281,0.0
TN,281,0.0
TX,281,0.0
UT,281,0.0
VA,281,0.0
VT,281,0.88
WA,281,0.22999999999999998
WV,281,0.0
WI,281,0.04
WY,281,0.0
ME_CN_E,281,1.4699999999999998
NH_CN_E,281,0.8699999999999999
VT_CN_E,281,0.78
NY_CN_E,281,0.08000000000000002
MI_CN_E,281,0.08
MN_CN_W,281,0.020000000000000004
ND_CN_W,281,0.0
MT_CN_W,281,0.0
ID_CN_W,281,0.15
WA_CN_W,281,0.19999999999999998
TX_MX_NE,281,0.0
AZ_MX_NW,281,-0.33999999999999997
CA_MX_NW,281,0.02
TX_MX_SS,281,0.0
MX_NE,281,0.0
MX_NW,281,-0.16
MX_IW,281,0.0
MX_CE,281,-0.0
MX_SS,281,0.0
CN_E,281,0.28
CN_W,281,0.0
AL,282,0.0
AZ,282,0.0
AR,282,0.0
CA,282,0.0
CO,282,0.0
CT,282,1.5
DC,282,0.05
DE,282,0.15000000000000002
FL,282,0.0
GA,282,0.4
ID,282,0.18
IL,282,0.0
IN,282,0.0
IA,282,0.05
KS,282,0.0
KY,282,0.0
LA,282,0.0
ME,282,1.7
MD,282,0.0
MA,282,1.83
MI,282,0.0
MN,282,0.05
MS,282,0.0
MO,282,0.05
MT,282,0.0
NE,282,0.0
NV,282,0.03
NH,282,1.73
NJ,282,0.2
NM,282,0.0
NY,282,0.0
NC,282,0.5
ND,282,0.0
OH,282,0.0
OK,282,0.0
OR,282,0.0
PA,282,0.0
RI,282,1.81
SC,282,0.5
SD,282,0.0
TN,282,0.0
TX,282,0.0
UT,282,0.0
VA,282,0.0
VT,282,0.88
WA,282,0.22999999999999998
WV,282,0.0
WI,282,0.04
WY,282,0.0
ME_CN_E,282,1.58
NH_CN_E,282,0.98
VT_CN_E,282,0.78
NY_CN_E,282,0.08000000000000002
MI_CN_E,282,0.08
MN_CN_W,282,0.020000000000000004
ND_CN_W,282,0.0
MT_CN_W,282,0.0
ID_CN_W,282,0.15
WA_CN_W,282,0.19999999999999998
TX_MX_NE,282,0.0
AZ_MX_NW,282,-0.33999999999999997
CA_MX_NW,282,0.02
TX_MX_SS,282,0.0
MX_NE,282,0.0
MX_NW,282,-0.16
MX_IW,282,0.0
MX_CE,282,-0.0
MX_SS,282,0.0
CN_E,282,0.28
CN_W,282,0.0
AL,283,0.0
AZ,283,0.0
AR,283,0.0
CA,283,0.0
CO,283,0.0
CT,283,1.5
DC,283,0.05
DE,283,0.15000000000000002
FL,283,0.0
GA,283,0.4
ID,283,0.18
IL,283,0.0
IN,283,0.0
IA,283,0.05
KS,283,0.0
KY,283,0.0
LA,283,0.0
ME,283,1.7
MD,283,0.0
MA,283,1.83
MI,283,0.0
MN,283,0.05
MS,283,0.0
MO,283,0.05
MT,283,0.0
NE,283,0.0
NV,283,0.03
NH,283,1.73
NJ,283,0.2
NM,283,0.0
NY,283,0.0
NC,283,0.5
ND,283,0.0
OH,283,0.0
OK,283,0.0
OR,283,0.0
PA,283,0.0
RI,283,1.81
SC,283,0.5
SD,283,0.0
TN,283,0.0
TX,283,0.0
UT,283,0.0
VA,283,0.0
VT,283,0.88
WA,283,0.22999999999999998
WV,283,0.0
WI,283,0.04
WY,283,0.0
ME_CN_E,283,1.58
NH_CN_E,283,0.98
VT_CN_E,283,0.78
NY_CN_E,283,0.08000000000000002
MI_CN_E,283,0.08
MN_CN_W,283,0.020000000000000004
ND_CN_W,283,0.0
MT_CN_W,283,0.0
ID_CN_W,283,0.15
WA_CN_W,283,0.19999999999999998
TX_MX_NE,283,0.0
AZ_MX_NW,283,-0.33999999999999997
CA_MX_NW,283,0.02
TX_MX_SS,283,0.0
MX_NE,283,0.0
MX_NW,283,-0.16
MX_IW,283,0.0
MX_CE,283,-0.0
MX_SS,283,0.0
CN_E,283,0.28
CN_W,283,0.0
AL,284,0.0
AZ,284,0.0
AR,284,0.0
CA,284,0.0
CO,284,0.0
CT,284,1.5
DC,284,0.05
DE,284,0.15000000000000002
FL,284,0.0
GA,284,0.4
ID,284,0.18
IL,284,0.0
IN,284,0.0
IA,284,0.060000000000000005
KS,284,0.0
KY,284,0.0
LA,284,0.0
ME,284,1.7
MD,284,0.0
MA,284,1.83
MI,284,0.0
MN,284,0.05
MS,284,0.0
MO,284,0.05
MT,284,0.0
NE,284,0.0
NV,284,0.03
NH,284,1.73
NJ,284,0.2
NM,284,0.0
NY,284,0.0
NC,284,0.5
ND,284,0.0
OH,284,0.0
OK,284,0.0
OR,284,0.0
PA,284,0.0
RI,284,1.81
SC,284,0.5
SD,284,0.0
TN,284,0.0
TX,284,0.0
UT,284,0.0
VA,284,0.0
VT,284,0.88
WA,284,0.22999999999999998
WV,284,0.0
WI,284,0.04
WY,284,0.0
ME_CN_E,284,1.58
NH_CN_E,284,0.98
VT_CN_E,284,0.78
NY_CN_E,284,0.08000000000000002
MI_CN_E,284,0.08
MN_CN_W,284,0.020000000000000004
ND_CN_W,284,0.0
MT_CN_W,284,0.0
ID_CN_W,284,0.15
WA_CN_W,284,0.19999999999999998
TX_MX_NE,284,0.0
AZ_MX_NW,284,-0.36
CA_MX_NW,284,0.0
TX_MX_SS,284,0.0
MX_NE,284,0.0
MX_NW,284,-0.18
MX_IW,284,0.0
MX_CE,284,-0.0
MX_SS,284,0.0
CN_E,284,0.28
CN_W,284,0.0
AL,285,0.0
AZ,285,0.0
AR,285,0.0
CA,285,0.0
CO,285,0.0
CT,285,1.5
DC,285,0.05
DE,285,0.12000000000000001
FL,285,0.0
GA,285,0.4
ID,285,0.18
IL,285,0.0
IN,285,0.0
IA,285,0.060000000000000005
KS,285,0.0
KY,285,0.0
LA,285,0.0
ME,285,1.5899999999999999
MD,285,0.0
MA,285,1.72
MI,285,0.0
MN,285,0.05
MS,285,0.0
MO,285,0.05
MT,285,0.0
NE,285,0.0
NV,285,0.03
NH,285,1.6199999999999999
NJ,285,0.2
NM,285,0.0
NY,285,0.0
NC,285,0.45
ND,285,0.0
OH,285,0.0
OK,285,0.0
OR,285,0.0
PA,285,0.0
RI,285,1.7
SC,285,0.5
SD,285,0.0
TN,285,0.0
TX,285,0.0
UT,285,0.0
VA,285,0.0
VT,285,0.4
WA,285,0.22999999999999998
WV,285,0.0
WI,285,0.04
WY,285,0.0
ME_CN_E,285,1.4699999999999998
NH_CN_E,285,0.98
VT_CN_E,285,0.38
NY_CN_E,285,0.08000000000000002
MI_CN_E,285,0.08
MN_CN_W,285,0.020000000000000004
ND_CN_W,285,0.0
MT_CN_W,285,0.0
ID_CN_W,285,0.15
WA_CN_W,285,0.19999999999999998
TX_MX_NE,285,0.0
AZ_MX_NW,285,-0.33999999999999997
CA_MX_NW,285,0.02
TX_MX_SS,285,0.0
MX_NE,285,0.0
MX_NW,285,-0.16
MX_IW,285,0.0
MX_CE,285,-0.0
MX_SS,285,0.0
CN_E,285,0.28
CN_W,285,0.0
AL,286,0.0
AZ,286,0.0
AR,286,0.0
CA,286,0.0
CO,286,0.0
CT,286,1.5
DC,286,0.05
DE,286,0.1
FL,286,0.0
GA,286,0.4
ID,286,0.18
IL,286,0.0
IN,286,0.0
IA,286,0.05
KS,286,0.0
KY,286,0.0
LA,286,0.0
ME,286,1.5899999999999999
MD,286,0.0
MA,286,1.72
MI,286,0.0
MN,286,0.05
MS,286,0.0
MO,286,0.05
MT,286,0.0
NE,286,0.0
NV,286,0.03
NH,286,1.6199999999999999
NJ,286,0.2
NM,286,0.0
NY,286,0.0
NC,286,0.45
ND,286,0.0
OH,286,0.0
OK,286,0.0
OR,286,0.0
PA,286,0.0
RI,286,1.7
SC,286,0.5
SD,286,0.0
TN,286,0.0
TX,286,0.0
UT,286,0.0
VA,286,0.0
VT,286,0.4
WA,286,0.22999999999999998
WV,286,0.0
WI,286,0.04
WY,286,0.0
ME_CN_E,286,1.4699999999999998
NH_CN_E,286,0.98
VT_CN_E,286,0.38
NY_CN_E,286,0.08000000000000002
MI_CN_E,286,0.08
MN_CN_W,286,0.020000000000000004
ND_CN_W,286,0.0
MT_CN_W,286,0.0
ID_CN_W,286,0.15
WA_CN_W,286,0.19999999999999998
TX_MX_NE,286,0.0
AZ_MX_NW,286,-0.33999999999999997
CA_MX_NW,286,0.02
TX_MX_SS,286,0.0
MX_NE,286,0.0
MX_NW,286,-0.16
MX_IW,286,0.0
MX_CE,286,-0.0
MX_SS,286,0.0
CN_E,286,0.28
CN_W,286,0.0
AL,287,0.0
AZ,287,0.0
AR,287,0.0
CA,287,0.0
CO,287,0.0
CT,287,1.5
DC,287,0.05
DE,287,0.12000000000000001
FL,287,0.0
GA,287,0.4
ID,287,0.18
IL,287,0.0
IN,287,0.0
IA,287,0.060000000000000005
KS,287,0.0
KY,287,0.0
LA,287,0.0
ME,287,1.5899999999999999
MD,287,0.0
MA,287,1.72
MI,287,0.0
MN,287,0.05
MS,287,0.0
MO,287,0.05
MT,287,0.0
NE,287,0.0
NV,287,0.03
NH,287,1.6199999999999999
NJ,287,0.2
NM,287,0.0
NY,287,0.0
NC,287,0.45
ND,287,0.0
OH,287,0.0
OK,287,0.0
OR,287,0.0
PA,287,0.0
RI,287,1.7
SC,287,0.5
SD,287,0.0
TN,287,0.0
TX,287,0.0
UT,287,0.0
VA,287,0.0
VT,287,0.88
WA,287,0.22999999999999998
WV,287,0.0
WI,287,0.04
WY,287,0.0
ME_CN_E,287,1.4699999999999998
NH_CN_E,287,0.98
VT_CN_E,287,0.78
NY_CN_E,287,0.08000000000000002
MI_CN_E,287,0.08
MN_CN_W,287,0.020000000000000004
ND_CN_W,287,0.0
MT_CN_W,287,0.0
ID_CN_W,287,0.15
WA_CN_W,287,0.19999999999999998
TX_MX_NE,287,0.0
AZ_MX_NW,287,-0.33999999999999997
CA_MX_NW,287,0.02
TX_MX_SS,287,0.0
MX_NE,287,0.0
MX_NW,287,-0.16
MX_IW,287,0.0
MX_CE,287,-0.0
MX_SS,287,0.0
CN_E,287,0.28
CN_W,287,0.0
AL,288,0.0
AZ,288,0.0
AR,288,0.0
CA,288,0.0
CO,288,0.0
CT,288,1.5
DC,288,0.05
DE,288,0.15000000000000002
FL,288,0.0
GA,288,0.4
ID,288,0.18
IL,288,0.0
IN,288,0.0
IA,288,0.060000000000000005
KS,288,0.0
KY,288,0.0
LA,288,0.0
ME,288,1.7
MD,288,0.0
MA,288,1.83
MI,288,0.0
MN,288,0.05
MS,288,0.0
MO,288,0.05
MT,288,0.0
NE,288,0.0
NV,288,0.03
NH,288,1.73
NJ,288,0.2
NM,288,0.0
NY,288,0.0
NC,288,0.5
ND,288,0.0
OH,288,0.0
OK,288,0.0
OR,288,0.0
PA,288,0.0
RI,288,1.81
SC,288,0.5
SD,288,0.0
TN,288,0.0
TX,288,0.0
UT,288,0.0
VA,288,0.0
VT,288,0.88
WA,288,0.22999999999999998
WV,288,0.0
WI,288,0.04
WY,288,0.0
ME_CN_E,288,1.58
NH_CN_E,288,0.98
VT_CN_E,288,0.78
NY_CN_E,288,0.08000000000000002
MI_CN_E,288,0.08
MN_CN_W,288,0.020000000000000004
ND_CN_W,288,0.0
MT_CN_W,288,0.0
ID_CN_W,288,0.15
WA_CN_W,288,0.19999999999999998
TX_MX_NE,288,0.0
AZ_MX_NW,288,-0.36
CA_MX_NW,288,0.0
TX_MX_SS,288,0.0
MX_NE,288,0.0
MX_NW,288,-0.18
MX_IW,288,0.0
MX_CE,288,-0.0
MX_SS,288,0.0
CN_E,288,0.28
CN_W,288,0.0
AL,289,0.0
AZ,289,0.0
AR,289,0.0
CA,289,0.0
CO,289,0.0
CT,289,1.5
DC,289,0.05
DE,289,0.15000000000000002
FL,289,0.0
GA,289,0.4
ID,289,0.18
IL,289,0.0
IN,289,0.0
IA,289,0.060000000000000005
KS,289,0.0
KY,289,0.0
LA,289,0.0
ME,289,1.7699999999999998
MD,289,0.0
MA,289,1.9
MI,289,0.0
MN,289,0.05
MS,289,0.0
MO,289,0.05
MT,289,0.0
NE,289,0.0
NV,289,0.03
NH,289,1.7999999999999998
NJ,289,0.2
NM,289,0.0
NY,289,0.0
NC,289,0.5
ND,289,0.0
OH,289,0.0
OK,289,0.0
OR,289,0.0
PA,289,0.0
RI,289,1.88
SC,289,0.5
SD,289,0.0
TN,289,0.0
TX,289,0.0
UT,289,0.0
VA,289,0.0
VT,289,0.88
WA,289,0.22999999999999998
WV,289,0.0
WI,289,0.04
WY,289,0.0
ME_CN_E,289,1.65
NH_CN_E,289,0.98
VT_CN_E,289,0.78
NY_CN_E,289,0.08000000000000002
MI_CN_E,289,0.08
MN_CN_W,289,0.020000000000000004
ND_CN_W,289,0.0
MT_CN_W,289,0.0
ID_CN_W,289,0.15
WA_CN_W,289,0.19999999999999998
TX_MX_NE,289,0.0
AZ_MX_NW,289,-0.36
CA_MX_NW,289,0.0
TX_MX_SS,289,0.0
MX_NE,289,0.0
MX_NW,289,-0.18
MX_IW,289,0.0
MX_CE,289,-0.0
MX_SS,289,0.0
CN_E,289,0.28
CN_W,289,0.0
AL,290,0.0
AZ,290,0.0
AR,290,0.0
CA,290,0.0
CO,290,0.0
CT,290,1.5
DC,290,0.05
DE,290,0.15000000000000002
FL,290,0.0
GA,290,0.4
ID,290,0.18
IL,290,0.0
IN,290,0.0
IA,290,0.060000000000000005
KS,290,0.0
KY,290,0.0
LA,290,0.0
ME,290,1.7699999999999998
MD,290,0.0
MA,290,1.9
MI,290,0.0
MN,290,0.05
MS,290,0.0
MO,290,0.05
MT,290,0.0
NE,290,0.0
NV,290,0.03
NH,290,1.7999999999999998
NJ,290,0.2
NM,290,0.0
NY,290,0.0
NC,290,0.5
ND,290,0.0
OH,290,0.0
OK,290,0.0
OR,290,0.0
PA,290,0.0
RI,290,1.88
SC,290,0.5
SD,290,0.0
TN,290,0.0
TX,290,0.0
UT,290,0.0
VA,290,0.0
VT,290,0.88
WA,290,0.22999999999999998
WV,290,0.0
WI,290,0.04
WY,290,0.0
ME_CN_E,290,1.65
NH_CN_E,290,0.98
VT_CN_E,290,0.78
NY_CN_E,290,0.08000000000000002
MI_CN_E,290,0.08
MN_CN_W,290,0.020000000000000004
ND_CN_W,290,0.0
MT_CN_W,290,0.0
ID_CN_W,290,0.15
WA_CN_W,290,0.19999999999999998
TX_MX_NE,290,0.0
AZ_MX_NW,290,-0.33999999999999997
CA_MX_NW,290,0.02
TX_MX_SS,290,0.0
MX_NE,290,0.0
MX_NW,290,-0.16
MX_IW,290,0.0
MX_CE,290,-0.0
MX_SS,290,0.0
CN_E,290,0.28
CN_W,290,0.0
AL,291,0.0
AZ,291,0.0
AR,291,0.0
CA,291,0.0
CO,291,0.0
CT,291,1.5
DC,291,0.05
DE,291,0.15000000000000002
FL,291,0.0
GA,291,0.4
ID,291,0.18
IL,291,0.0
IN,291,0.0
IA,291,0.060000000000000005
KS,291,0.0
KY,291,0.0
LA,291,0.0
ME,291,2.39
MD,291,0.0
MA,291,2.52
MI,291,0.0
MN,291,0.05
MS,291,0.0
MO,291,0.05
MT,291,0.0
NE,291,0.0
NV,291,0.03
NH,291,2.42
NJ,291,0.2
NM,291,0.0
NY,291,0.0
NC,291,0.5
ND,291,0.0
OH,291,0.0
OK,291,0.0
OR,291,0.0
PA,291,0.0
RI,291,2.5
SC,291,0.5
SD,291,0.0
TN,291,0.0
TX,291,0.0
UT,291,0.0
VA,291,0.0
VT,291,0.88
WA,291,0.22999999999999998
WV,291,0.0
WI,291,0.04
WY,291,0.0
ME_CN_E,291,2.27
NH_CN_E,291,0.98
VT_CN_E,291,0.78
NY_CN_E,291,0.08000000000000002
MI_CN_E,291,0.08
MN_CN_W,291,0.020000000000000004
ND_CN_W,291,0.0
MT_CN_W,291,0.0
ID_CN_W,291,0.15
WA_CN_W,291,0.19999999999999998
TX_MX_NE,291,0.0
AZ_MX_NW,291,-0.33999999999999997
CA_MX_NW,291,0.02
TX_MX_SS,291,0.0
MX_NE,291,0.0
MX_NW,291,-0.16
MX_IW,291,0.0
MX_CE,291,-0.0
MX_SS,291,0.0
CN_E,291,0.28
CN_W,291,0.0
AL,292,0.0
AZ,292,0.0
AR,292,0.0
CA,292,0.0
CO,292,0.0
CT,292,1.5
DC,292,0.05
DE,292,0.12000000000000001
FL,292,0.0
GA,292,0.4
ID,292,0.18
IL,292,0.0
IN,292,0.0
IA,292,0.05
KS,292,0.0
KY,292,0.0
LA,292,0.0
ME,292,1.5899999999999999
MD,292,0.0
MA,292,1.72
MI,292,0.0
MN,292,0.05
MS,292,0.0
MO,292,0.05
MT,292,0.0
NE,292,0.0
NV,292,0.03
NH,292,1.6199999999999999
NJ,292,0.2
NM,292,0.0
NY,292,0.0
NC,292,0.5
ND,292,0.0
OH,292,0.0
OK,292,0.0
OR,292,0.0
PA,292,0.0
RI,292,1.7
SC,292,0.5
SD,292,0.0
TN,292,0.0
TX,292,0.0
UT,292,0.0
VA,292,0.0
VT,292,0.88
WA,292,0.22999999999999998
WV,292,0.0
WI,292,0.04
WY,292,0.0
ME_CN_E,292,1.4699999999999998
NH_CN_E,292,0.8699999999999999
VT_CN_E,292,0.78
NY_CN_E,292,0.08000000000000002
MI_CN_E,292,0.08
MN_CN_W,292,0.020000000000000004
ND_CN_W,292,0.0
MT_CN_W,292,0.0
ID_CN_W,292,0.15
WA_CN_W,292,0.19999999999999998
TX_MX_NE,292,0.0
AZ_MX_NW,292,-0.33999999999999997
CA_MX_NW,292,0.02
TX_MX_SS,292,0.0
MX_NE,292,0.0
MX_NW,292,-0.16
MX_IW,292,0.0
MX_CE,292,-0.0
MX_SS,292,0.0
CN_E,292,0.28
CN_W,292,0.0
AL,293,0.0
AZ,293,0.0
AR,293,0.0
CA,293,0.0
CO,293,0.0
CT,293,1.5
DC,293,0.05
DE,293,0.12000000000000001
FL,293,0.0
GA,293,0.4
ID,293,0.18
IL,293,0.0
IN,293,0.0
IA,293,0.05
KS,293,0.0
KY,293,0.0
LA,293,0.0
ME,293,1.5899999999999999
MD,293,0.0
MA,293,1.72
MI,293,0.0
MN,293,0.05
MS,293,0.0
MO,293,0.05
MT,293,0.0
NE,293,0.0
NV,293,0.03
NH,293,1.6199999999999999
NJ,293,0.2
NM,293,0.0
NY,293,0.0
NC,293,0.45
ND,293,0.0
OH,293,0.0
OK,293,0.0
OR,293,0.0
PA,293,0.0
RI,293,1.7
SC,293,0.5
SD,293,0.0
TN,293,0.0
TX,293,0.0
UT,293,0.0
VA,293,0.0
VT,293,0.4
WA,293,0.22999999999999998
WV,293,0.0
WI,293,0.04
WY,293,0.0
ME_CN_E,293,1.4699999999999998
NH_CN_E,293,0.98
VT_CN_E,293,0.38
NY_CN_E,293,0.08000000000000002
MI_CN_E,293,0.08
MN_CN_W,293,0.020000000000000004
ND_CN_W,293,0.0
MT_CN_W,293,0.0
ID_CN_W,293,0.15
WA_CN_W,293,0.19999999999999998
TX_MX_NE,293,0.0
AZ_MX_NW,293,-0.33999999999999997
CA_MX_NW,293,0.02
TX_MX_SS,293,0.0
MX_NE,293,0.0
MX_NW,293,-0.16
MX_IW,293,0.0
MX_CE,293,-0.0
MX_SS,293,0.0
CN_E,293,0.28
CN_W,293,0.0
AL,294,0.0
AZ,294,0.0
AR,294,0.0
CA,294,0.0
CO,294,0.0
CT,294,1.5
DC,294,0.05
DE,294,0.12000000000000001
FL,294,0.0
GA,294,0.4
ID,294,0.18
IL,294,0.0
IN,294,0.0
IA,294,0.05
KS,294,0.0
KY,294,0.0
LA,294,0.0
ME,294,1.7
MD,294,0.0
MA,294,1.83
MI,294,0.0
MN,294,0.05
MS,294,0.0
MO,294,0.05
MT,294,0.0
NE,294,0.0
NV,294,0.03
NH,294,1.73
NJ,294,0.2
NM,294,0.0
NY,294,0.0
NC,294,0.5
ND,294,0.0
OH,294,0.0
OK,294,0.0
OR,294,0.0
PA,294,0.0
RI,294,1.81
SC,294,0.5
SD,294,0.0
TN,294,0.0
TX,294,0.0
UT,294,0.0
VA,294,0.0
VT,294,0.88
WA,294,0.22999999999999998
WV,294,0.0
WI,294,0.04
WY,294,0.0
ME_CN_E,294,1.58
NH_CN_E,294,0.98
VT_CN_E,294,0.78
NY_CN_E,294,0.08000000000000002
MI_CN_E,294,0.08
MN_CN_W,294,0.020000000000000004
ND_CN_W,294,0.0
MT_CN_W,294,0.0
ID_CN_W,294,0.15
WA_CN_W,294,0.19999999999999998
TX_MX_NE,294,0.0
AZ_MX_NW,294,-0.36
CA_MX_NW,294,0.0
TX_MX_SS,294,0.0
MX_NE,294,0.0
MX_NW,294,-0.18
MX_IW,294,0.0
MX_CE,294,-0.0
MX_SS,294,0.0
CN_E,294,0.28
CN_W,294,0.0
AL,295,0.0
AZ,295,0.0
AR,295,0.0
CA,295,0.0
CO,295,0.0
CT,295,1.5
DC,295,0.05
DE,295,0.15000000000000002
FL,295,0.0
GA,295,0.4
ID,295,0.18
IL,295,0.0
IN,295,0.0
IA,295,0.060000000000000005
KS,295,0.0
KY,295,0.0
LA,295,0.0
ME,295,1.7
MD,295,0.0
MA,295,1.83
MI,295,0.0
MN,295,0.05
MS,295,0.0
MO,295,0.05
MT,295,0.0
NE,295,0.0
NV,295,0.03
NH,295,1.73
NJ,295,0.2
NM,295,0.0
NY,295,0.0
NC,295,0.5
ND,295,0.0
OH,295,0.0
OK,295,0.0
OR,295,0.0
PA,295,0.0
RI,295,1.81
SC,295,0.5
SD,295,0.0
TN,295,0.0
TX,295,0.0
UT,295,0.0
VA,295,0.0
VT,295,0.88
WA,295,0.22999999999999998
WV,295,0.0
WI,295,0.04
WY,295,0.0
ME_CN_E,295,1.58
NH_CN_E,295,0.98
VT_CN_E,295,0.78
NY_CN_E,295,0.08000000000000002
MI_CN_E,295,0.08
MN_CN_W,295,0.020000000000000004
ND_CN_W,295,0.0
MT_CN_W,295,0.0
ID_CN_W,295,0.15
WA_CN_W,295,0.19999999999999998
TX_MX_NE,295,0.0
AZ_MX_NW,295,-0.33999999999999997
CA_MX_NW,295,0.02
TX_MX_SS,295,0.0
MX_NE,295,0.0
MX_NW,295,-0.16
MX_IW,295,0.0
MX_CE,295,-0.0
MX_SS,295,0.0
CN_E,295,0.28
CN_W,295,0.0
AL,296,0.0
AZ,296,0.0
AR,296,0.0
CA,296,0.0
CO,296,0.0
CT,296,1.5
DC,296,0.05
DE,296,0.15000000000000002
FL,296,0.0
GA,296,0.4
ID,296,0.18
IL,296,0.0
IN,296,0.0
IA,296,0.060000000000000005
KS,296,0.0
KY,296,0.0
LA,296,0.0
ME,296,1.5899999999999999
MD,296,0.0
MA,296,1.72
MI,296,0.0
MN,296,0.05
MS,296,0.0
MO,296,0.05
MT,296,0.0
NE,296,0.0
NV,296,0.03
NH,296,1.6199999999999999
NJ,296,0.2
NM,296,0.0
NY,296,0.0
NC,296,0.5
ND,296,0.0
OH,296,0.0
OK,296,0.0
OR,296,0.0
PA,296,0.0
RI,296,1.7
SC,296,0.5
SD,296,0.0
TN,296,0.0
TX,296,0.0
UT,296,0.0
VA,296,0.0
VT,296,0.88
WA,296,0.22999999999999998
WV,296,0.0
WI,296,0.04
WY,296,0.0
ME_CN_E,296,1.4699999999999998
NH_CN_E,296,0.8699999999999999
VT_CN_E,296,0.78
NY_CN_E,296,0.08000000000000002
MI_CN_E,296,0.08
MN_CN_W,296,0.020000000000000004
ND_CN_W,296,0.0
MT_CN_W,296,0.0
ID_CN_W,296,0.15
WA_CN_W,296,0.19999999999999998
TX_MX_NE,296,0.0
